gender,readfk,mathfk,readsk,mathsk,readff,mathff,readsf,mathsf
0,30.21,23.83,39.23,32.98,51.58,43.42,101.23,63.15
0,26.76,19.4,36.6,20.87,36.73,25.06,72.26,38.33
1,29.63,16.46,36.46,23.81,41.53,29.86,52.08,41.13
0,26.19,16.03,32.11,28.55,41.98,36.28,61.82,55.62
0,24.48,12.48,40.46,17.54,34.89,21.64,39.66,25.38
1,28.39,15.3,40.25,28.48,45.51,29.2,60.23,51.01
1,25.23,12.6,35.85,28.12,42.35,35.4,68.52,77.08
1,31.74,16.93,33.67,22.58,39.65,34.88,66.94,44.47
1,23.97,19.71,29.36,20.66,39.11,24.31,39.71,37.69
1,35.03,17.01,38.21,32.32,37.92,39.29,50.07,54.04
0,31.14,18.37,37.49,19.5,43.75,17.69,65.82,25.36
1,30.16,18.19,41.93,23.4,55.39,30.15,89.02,45.7
1,26.26,16.98,27.83,24.66,36.76,28.12,56.7,51.77
1,40.79,28.6,45,36.95,42.11,41.43,85.53,62.04
0,36.21,30.25,41.9,39.28,41.39,50.36,58,57.13
0,35.8,27.1,42.72,30.26,42.7,41.84,81.63,76.16
1,26.68,18.45,30.59,24.56,34.26,37.92,46.98,59.08
0,26.6,17.58,34.5,21.79,33.08,24.39,41.9,41.92
1,26.71,12.84,31.05,17.57,33.96,22.43,41.55,33.09
0,25.74,15.51,31.92,18.72,37.09,22.57,47.85,24.93
1,32.85,19.36,33.08,19.56,37.86,22.57,47.93,31.26
0,28.68,22.68,38.89,28.88,48.05,42.77,87.49,55.49
0,22.54,16.33,28.03,19.66,36.62,26.05,47.94,26.16
1,24.76,11.81,25.71,13.82,32.38,18.53,40.63,29.1
1,29.75,13.9,30.51,24.19,42.14,28.11,50.25,43.25
1,26.9,16.13,40.42,26.09,41.36,28.94,49.23,43.92
0,29.55,19.4,34.2,19.8,42.14,27.56,45.34,42.48
1,34.03,29.48,47.01,31.55,51.93,45.61,76.02,71.4
1,33.78,27.06,46.24,44.64,48.22,51.11,76.69,81.32
1,38.62,39.61,50.87,46.72,65.86,67.97,115.29,82.15
0,27.86,21.42,38.23,34.75,40.86,46.7,72.33,70.07
1,26.62,21.46,39.09,27.77,43.48,31.94,65.35,55.03
0,38.5,40.4,64.02,71.29,66.95,54.47,106.06,83.34
1,39.83,39.8,52.74,53.6,69.99,68.34,94.99,74.51
0,30.91,18.94,41.84,27.86,53.6,27.76,91.46,61.77
0,122.72,33.86,134.8,46.81,130.99,49.85,167.81,78.07
0,26.48,21.17,35.96,31.81,42.82,43.53,79.8,59.81
0,38.37,26.76,39.91,25.28,42,43.65,47.38,53.57
1,74.8,44.86,91.52,62.61,102.16,56.62,114.37,90.11
0,26.27,16.36,34.99,30.03,45.71,39.51,75.91,75.84
0,33.84,25.96,39.52,28.67,40.1,45.08,67.06,62.69
1,33.06,28.36,46.7,34.46,66.51,52.54,99.84,78.92
1,46.54,33.61,84.71,47.88,88.03,45.75,113.41,90.46
0,30.24,22.64,34.25,30.32,37.84,47.66,78.16,57.24
0,27.38,21.06,26.65,26.75,31.01,36.9,56.65,42.42
1,34.63,25.53,44.21,46.38,46.21,54.02,70.99,76.93
1,28.94,34.61,40.81,49.17,47.74,64.46,78.43,95.68
1,29.7,22.45,43.22,30.87,50.3,44.97,69.51,56.78
0,53.95,40.44,75.51,64.69,105.65,94.45,107.9,89.75
1,87.26,35.25,134.06,49.86,139.87,73.05,129.21,84.85
1,29.37,20.97,39.98,30.24,44.56,38.65,36.21,54.59
1,28.82,17.07,30.13,29.34,36.55,36.03,50.35,52.94
1,35.47,20.42,37.55,25.97,44.26,28.97,57.79,31.77
1,31.4,29.2,39.26,33.34,45.03,30.93,68.05,49.59
0,35.82,22.66,42.28,27.32,44.18,25.7,64.16,37.38
0,33.97,21.19,36.7,23.92,46.11,31.08,63.44,50.93
0,48.76,36.72,48.98,44.81,66.67,60.42,105.16,78.35
0,40.51,25.85,46.46,31.98,45.82,33.66,61.13,55.82
0,38.18,28.59,46.7,30.49,57.24,48.28,75.38,59.89
1,35.62,24.04,42.24,29.97,52,36.15,79.59,58.36
1,39.92,31.46,46.52,36.23,51.49,41.37,90.79,71.83
1,35.37,21.36,38.97,26.4,36.61,22.86,56.42,47.73
1,34.05,30.56,45.14,32.98,53.6,44.55,77.19,64.27
1,38.72,26.78,45.28,34.19,51.4,49.33,88.71,69.13
1,38.23,28.61,48.8,38.87,50.42,53.31,84.89,60.41
0,33.82,27.9,41.59,31.91,45.5,42.24,74.78,55.63
0,38.02,20.58,44.16,35.15,48.86,41.38,75.91,57.5
0,40.43,27.06,41.92,31.11,48.14,41.66,92.17,54.87
0,35.83,29.28,49.71,39.63,56.73,37.16,103.15,64.47
0,34.65,20.98,41.49,35.86,50.08,39.06,75.75,61.49
0,36.05,25.61,42.2,33.35,51.28,44.72,69.36,55.59
0,39.95,27.43,44.95,27.29,55.11,48.95,87.82,66.99
1,35.05,29.26,45.47,39.56,54.4,58.62,95.99,80.3
0,33.69,22.32,36.72,32.01,41.42,41.73,75.46,70
1,36.18,35.42,62.47,43.36,64.06,52.67,107.57,78.84
1,31.16,30.45,31,44.6,38.63,43.08,79.62,94.51
1,25.6,27.35,34.43,42.7,39.43,53,69.83,63.06
1,28.99,21.4,43.91,31.09,46.92,48.11,57.74,63.79
0,32.25,17.31,42.2,34.4,49.76,30.1,64.93,46.05
1,34.37,24.75,47.31,45.17,46.52,42.29,84.86,66.14
1,31.32,25.76,44.38,38.45,50.81,36.62,74.79,61.02
1,24.58,18.11,44.22,35.19,45.66,34.42,85.09,46.56
1,34.41,26.05,46.12,32.34,51.33,32.19,64.59,57.6
1,29.28,19.27,34.26,26.43,36.21,16.68,66.66,36.43
1,32.8,22.09,39.29,28.17,47.4,34.84,77.02,47.88
0,33.89,20.89,41.52,30.43,42.02,33.87,63.92,62.42
1,23.73,17.18,28.95,24.62,38.59,39.84,49.12,46.9
0,38.51,21.18,43.26,28.02,53.07,35.31,107.88,60.76
0,33.43,20.68,38.42,30.35,41.41,46.65,66.48,65.32
1,32.37,18.5,39.01,27.86,41.84,38.72,72.36,51.12
0,39.65,24.42,44.75,40.01,47.39,36.75,81.96,84.06
1,37.22,22.85,42.82,27.15,49.74,39.68,82.63,61.21
0,28.97,20.67,41.57,27.54,46.82,46.02,76.2,48.16
0,41.72,31.56,72.2,49.48,80.99,59.23,122.96,85.4
0,24.91,16.03,45.27,24.16,43.83,27.35,57.97,40.64
1,33.22,20.69,36.14,28.33,43.17,36.59,66.41,52.92
1,25.15,17.35,33.71,24.12,39.62,35.17,66.25,61.08
1,33.65,22.09,34.6,38.89,45.06,45.45,49.81,45.75
0,30.91,31.81,42.77,35.24,44.56,42.89,73.88,68.67
0,33.48,24.6,42.11,40.77,43.48,53.56,66,66.55
0,24.14,15.28,44.04,25.32,37.63,28.93,48.04,44.49
1,104.33,56.18,142.49,72.65,141.74,103.66,150.32,106.64
0,32.54,27.89,41.13,35.12,48.31,45.25,65.85,56.96
1,44.95,36.03,54.78,44.79,56.82,47.2,65.38,49.66
0,24.36,15.75,36.59,24.16,43.08,29.68,62.6,49.53
0,25.77,18.47,35.41,28.13,45.5,39.2,96.39,46.77
0,26.59,14.02,31.13,17.53,41.56,25.57,54.94,52.25
1,40.44,32.32,45.22,38.82,48.21,46.03,65.98,62.85
1,31.78,25.01,40.3,42.92,42.95,47.68,67.76,72.56
0,44.06,39.15,54.4,42.85,62.21,63.25,74.94,75.87
0,24.94,13.07,41.26,22.68,35.2,17.63,44.35,32.22
0,34.3,31.33,55.64,43.78,85.57,55.47,105.12,73.86
0,27.92,21.77,41.87,29.95,47.81,29.64,78.83,56.01
0,33.5,22.92,40.66,27.09,58.55,39.63,77.34,51.65
1,26.39,12.86,32.34,27.38,41.1,25.78,47.73,35.94
1,27.92,17.17,32.27,29.01,43.2,37.33,75.08,50.29
1,26.2,17.87,33.84,25.64,37.31,28.66,46.14,36.11
1,27.33,18.41,38.71,28.96,58.55,30.09,80.08,38.38
0,29.75,25.13,55.14,32.08,56.1,43.03,103.47,65.74
0,23.34,16.85,39.73,24.69,46.97,25.81,66.14,52.59
0,30.57,22.23,37.62,26.48,44.96,37.4,84.16,58.67
1,26.5,18.35,37.6,21.6,41.15,26.94,69.82,39.38
1,30.27,17.36,38.25,25.54,42.48,32.37,61.39,47.45
1,27.73,14.27,33.74,27.85,42.04,30.59,56.92,42.71
1,32.13,27.98,39.44,38.33,43.6,44.36,79.04,59.77
0,33.91,25.74,45.81,43.58,53.01,75.56,94.42,80.54
1,30.55,29.47,49.47,41.13,51.12,37.84,98.32,61.23
1,30.8,25.12,47.22,31.4,42.69,46.67,70.95,64.53
1,35.08,21.9,37.24,36.27,49.39,48.43,104.33,61.86
0,33.66,20.76,46.69,26.77,51.2,34,88.07,35.66
1,37.26,24.34,48.77,32.98,44.85,46.63,81.17,56.42
1,26.35,14.37,30.19,20.35,38.66,30.9,67.57,43.33
1,33.37,23.94,59.48,28.61,50.76,30.31,87.02,42.92
0,31.74,21.64,55.51,52.82,51.53,55.83,77.25,68.57
1,23.1,13.18,26.98,23.38,33.6,26.25,53.71,52.61
1,25.09,15.93,35.41,24.05,39.64,45.3,52.08,54.01
1,21.61,12.29,25.35,17.63,25.86,23.08,39.79,44.14
0,33.9,24.67,48.15,33.72,46.95,38.73,88.49,56.14
1,44.39,30.97,55.4,39.53,56.1,40.94,90.19,53.63
1,33.97,21.42,46.21,40.89,48.77,33.22,88.84,58.22
1,36.51,26.02,47.8,60.4,60.66,51.13,77.09,85.59
1,33.7,20.49,49.6,42.19,49.64,42.6,86.23,61.71
0,39.63,28.25,50.74,40.6,66.37,42.92,105.59,55.79
0,32.15,23.51,45.52,38.99,53.9,49.87,88.92,46.37
1,34.59,33.44,44.15,40.7,51.99,59.19,85.24,76.32
0,25.63,22.65,43.46,36.36,41.08,42.24,65.23,55.88
1,43.6,27.64,51,39.16,52.59,60.73,86.29,66.68
0,38.86,25.41,47.08,36.32,47.91,43.97,64.38,49.56
0,48.95,27.92,47.9,35.47,52.01,41.17,59.48,63.63
1,28.64,16.75,33.39,26.7,43.66,27.96,57.62,48.92
0,34.39,25.28,56.23,40.68,76.39,52.25,97.16,65.62
1,33.02,23.99,45.69,50.77,50.16,40.39,79.21,63.97
1,34.62,31.39,51.77,42.03,56.26,61.84,102.96,77.25
0,32.26,22.89,51.42,36.28,57.14,48.03,90.76,55.44
1,25.84,16.89,33.26,38.34,39.9,44.14,57.07,57.15
1,30.87,27.46,47.07,39.36,49.71,39.94,75.62,58.84
0,38.95,22.52,50.77,31.5,59.23,40.31,113.14,63.33
0,42.98,32.6,50.08,38.07,50.23,41.71,89.17,66.91
0,40.59,28.37,54.82,32.99,75.26,52.73,123.32,92.99
1,32.78,26.67,43.06,32.86,50.27,47.59,79.21,64.92
1,49.66,35.63,59.28,42.57,102.25,50.82,105.44,68.67
0,33.22,21.47,37.25,30.54,37.26,31.49,65.56,54.71
0,42.25,29.63,50.84,36.87,67.31,45.63,105.75,83.33
1,40.38,39.18,48.92,48.36,47.23,60.48,109.39,93.28
1,27.48,18.17,37.28,35.96,51.33,42.57,96.25,77.05
1,32.74,23.84,42.16,30.89,50.67,39.21,109.4,63.98
1,35.83,29.57,39.78,38.64,45.68,49.55,86.24,93.64
0,46.09,36.04,50.39,42.31,58.17,55.84,85.08,64.62
0,37.56,26.57,50.72,31.95,55.52,33.51,76.07,64.27
1,53.62,49.38,64.89,58.97,86.37,84.03,129.23,86.38
1,50.31,36.59,73.14,50.71,74.55,61.66,110.4,68.25
1,32.91,18.53,40.88,25.86,41.27,24.54,49.6,39.92
0,25.97,32.43,36.16,39.55,52.06,44.03,106.34,70.67
0,42.52,34.82,58.72,42.45,85.9,51.56,127.43,61.44
0,45.52,33.74,60.48,51.25,66.75,58.35,119.3,76.1
1,36.32,30.88,38.78,38.61,42.11,51.03,64.57,76.35
1,32.3,26.98,36.73,28.89,40.43,38.11,89.43,56.27
1,41.38,31.13,44.66,40.14,61.49,56.57,81.2,78.59
1,45.26,40.94,48.37,42.74,57.52,52.65,105.34,85.43
1,33.06,26.23,44.64,41.16,45.73,36.18,58.42,40.51
0,32.47,22.73,50.78,34.69,51.72,42.06,75.99,74.22
0,39.86,33.28,54.79,41.13,57.46,52.9,94.82,87.32
0,43.76,26.82,49.96,37.44,59.45,44.7,83.32,56.16
1,39.16,22.65,58.83,30.8,57.5,36.73,79.8,41.34
1,33.48,28.53,49.86,37.23,57.14,49.86,93.07,64.21
1,24.27,13.85,26.6,19.55,35.32,26.62,48.37,41.74
1,43.29,34.71,51.87,42.73,53.87,37.01,77.83,59.81
1,32.79,27.25,44.88,40.92,51.46,45.84,69.53,59.68
0,35.32,26.8,45.8,34.01,57.24,44.47,73.09,60.47
0,35.51,27.17,50.88,43.56,55.14,46.86,99.2,66.54
1,36.25,26.09,55.57,52.42,52.59,47.73,89.14,99.74
1,66.86,24.5,78.22,33.06,99.07,43.6,126.91,56.04
1,27.52,16.79,35.28,25.17,43.46,34.22,66.56,50.73
1,29.65,46.93,53.5,51.93,52.77,61.63,77.17,81.27
1,32.65,31.23,44.89,43.91,62.78,46.45,109.19,75.8
1,24.35,16.45,38.09,21.86,39.36,28.47,54.7,54.37
1,27.63,19.48,46.82,25.96,53,35.04,87.7,60.45
0,30.2,21.61,43.41,34.56,41.97,35.12,59.83,53.9
0,33.74,25.66,46.07,37.34,51.22,48.36,73.76,69.05
1,34.72,45.33,45.21,59.34,52.34,63.49,87.98,91.42
1,26.24,17.75,42.55,27.39,46.93,27.07,65.53,47.38
0,33.29,23.83,39.01,22.72,34.2,25.06,41.28,29.8
0,34.45,30.96,49.08,42.76,62.96,63.05,90.24,64.67
1,33.33,18.64,40.4,27.49,46.23,39.72,67.37,71.61
0,38.16,27.99,51.21,41.26,51.61,53.56,101.51,98.77
1,28.77,17.98,34.21,25.78,45,21.32,75.25,49.88
1,27.43,12.19,30.54,20.61,37.7,25.88,66.03,34.54
0,23.73,16.16,28.08,21.08,36.07,23.18,63.34,46.07
1,34.68,28.96,51.45,47.42,51.35,60.91,88.49,75.81
0,30.01,19.47,31.78,18.58,39.03,27.98,65.96,58.75
1,58.47,61.67,66.5,66.19,109.46,83.96,116.42,108.97
0,38.55,27.93,44.26,34.26,55.35,48.33,98.3,76.78
1,32.31,20.69,43.15,24.44,44.01,32.13,55.81,48.18
1,36.06,29.18,47.92,35.15,52.97,50.49,92.03,55.14
1,25.82,17.58,35.27,24.11,38.12,29.11,56.98,40.43
0,35.94,19.19,53.71,25.26,56.73,29.5,84.38,42.25
1,33.81,29.58,51.53,38.77,58.99,43.06,102.62,58.4
1,58.83,31.76,78.09,36,101.41,47.88,113.82,56.56
1,34.25,25.88,45.26,33.38,51.54,49.98,89.91,72.56
1,25.45,17.58,34.86,20.76,38.27,37.58,54.11,62.42
1,32.68,21.11,46.3,30.02,54.11,49,82.99,72.39
1,32.71,18.3,51.04,31.53,50.69,38.59,67.72,51.62
1,32.09,25.44,42.57,33.78,54.72,43.48,66.62,55.26
1,35.51,34.81,42.67,44.82,43.74,48.26,76.02,90.96
1,37.46,25.9,59.93,36.63,76.36,46.13,111.47,71.8
0,42.32,28.22,52.46,44.53,53.63,54.34,89.49,70.67
1,89.4,63.53,116.44,90.7,129.86,102.52,129.59,95.73
0,32.39,22.2,45.74,30.86,53.29,38.17,70.28,54.24
0,39.04,29.73,44.35,32.57,54.8,43.42,121.13,66.3
0,32,19.23,40.13,26.78,44.14,33.37,68.07,56.26
0,59.16,32.51,87.98,47.43,102.47,64.46,122.82,85.89
1,102.2,56.31,115.52,61.95,134.22,89.74,149.45,117.51
1,55.58,33.26,73.97,44.44,102.38,49.41,124.63,71.47
0,34.39,23.57,41.56,42.37,49.93,57.02,87.8,71.48
0,43.34,22.42,53.17,28.73,57.74,37.4,91.5,56.32
1,39.02,35.64,46.72,46.9,60.6,58.46,65.26,80.93
0,36.19,25.44,45.44,41.61,43.3,40.4,91.31,51.21
1,27.26,24.56,40.63,30.77,48.9,42.33,76.45,57.88
1,24.5,19.5,31.83,25.36,42.25,29.74,56.74,40.65
1,42.69,28.62,67.05,49.85,95.26,75.94,130.66,86.44
0,49.35,37.95,68.06,52.46,62.58,51.16,104.21,77.65
1,38.75,61.66,54.57,55.48,57.79,54.47,109.84,82.89
0,32.29,22.99,44.23,33.29,52.55,44.36,71.25,55.17
1,40.67,23.47,49.17,35.78,56.66,45.01,84.87,53.62
1,35.84,25.54,43.01,31.2,50.19,35.41,73.5,44.51
0,43.93,29.41,54.4,51.95,62.68,60.86,102.97,66.11
1,34.51,24.34,42.26,31.33,46.83,39.93,51.9,55.43
1,43.37,51.08,51.68,49.89,67.88,86.19,106.52,113.39
1,40.58,26.14,50.21,44.39,57.59,53.07,77.24,86.3
1,34.58,28.71,51.25,42.89,57.78,36.93,90.17,59.68
1,38.66,21.49,54.89,35.09,58.65,34.42,90.25,63.9
0,34.97,30.6,47.65,31.01,49.15,45.07,86.22,56.7
0,30.73,24.12,41.58,31.58,50.3,33.38,74.98,71.77
1,32.39,27,50.49,36.52,53.2,53.14,71.26,59.05
0,24.63,14.82,31.45,22.01,39.37,21.81,45.94,28.44
0,39.02,28.26,51.08,41.62,51.9,47.88,65.73,79.6
0,35.94,22.34,47.26,35.36,56.39,33.35,105.23,60.59
1,27.02,16.91,30.51,25.55,39.32,39.23,57.06,60.95
1,26.53,17.75,42.3,25.68,43.95,27.22,47.79,28.51
1,32.39,23.9,49.31,31.82,56.97,39.16,99.64,56.91
0,29.48,19.05,42.4,24.96,42.62,36.27,75.95,56.33
1,27.71,19.19,31.66,26.03,39.61,40.47,50.68,47.84
1,38.53,27.04,40.08,39.44,46.04,47.57,79.58,62.99
1,31.81,17.68,41.31,26.12,44.18,28.48,65.25,42.46
0,33.66,36.31,50.7,45.42,63.95,54.87,119.69,85.97
0,27.48,29,49.43,48.48,55.47,48.91,81.05,78.23
1,29.42,23.46,43.02,34.08,51.46,49.51,54.07,64.82
0,32,27.57,49.06,43.57,50.23,40.93,95.98,64.92
0,34.3,20.3,40.27,30.21,42.66,41.99,52.09,50.98
1,34.41,24.73,41.15,35.21,48.05,41.64,76.86,59.09
0,38.54,23.96,51.77,39.95,66.61,50.16,89.6,54.62
0,46.42,41.15,54.15,41.7,69.66,60.16,123.25,78.72
1,30.18,18.72,36.85,23.29,45.7,32.34,66.21,52.89
1,45.88,31.81,56.87,46.27,69.18,67.45,91.16,96.19
1,32.82,31.79,39.05,42.23,45.72,52.59,66.54,65.23
1,32.41,19.37,36.68,21.14,40.64,17.83,67.35,49.97
1,32.3,25.67,38.35,32.39,34.9,34.01,66.75,50.78
0,45.77,27.58,70.75,37.65,66.75,44.83,110.76,56.43
0,25.76,18.07,33.61,22.73,38.21,24.47,50.57,41.41
0,37.28,23.36,43.82,24.94,45.68,24.82,65.94,52.32
1,47.51,44.06,83.27,49.32,90,52.88,115.27,72.66
1,35.86,21.62,49.54,33.93,55.52,34.83,79.41,58.1
1,34.08,29.95,45.37,42.82,51.91,43.81,87.74,66.15
1,48.82,27.98,53.99,36.84,87.57,44.52,116.91,65.86
0,34.88,18.15,47.09,26.81,52.42,31.08,61.02,45.12
1,25.28,22.92,39.78,21.46,48.15,24.43,56.45,41.12
1,31.14,30.04,52.39,42.22,48.9,43.64,72.41,75.03
1,29.97,25.18,35.81,28.65,46.32,43.41,70.99,49.88
1,34.84,24.58,45.95,37.19,56.41,51.97,93.42,94.6
0,36.8,27.01,48.25,31.7,48.03,25.48,85.21,53.39
0,29.64,19.08,37.18,28.55,43.58,27.59,65.23,58
1,39.18,32.34,54.12,44.1,55.88,46.34,90.76,59.34
1,31.21,20.78,46.59,39.76,42.69,39.63,72.3,56.61
0,23.6,17.55,33.3,25.39,44.59,22.86,49.53,54.18
1,29.56,14.5,41.94,31.7,49.86,43.63,71.44,56.6
0,25.8,13.93,27.94,28.28,28.89,30.45,50.11,44.94
1,30.39,18.55,34.6,20.11,41.18,16.85,46.09,37.71
0,23.98,13.76,27.29,24.91,37.08,29.11,44.89,43.23
0,30.75,20.71,49.77,29.23,49.14,43.01,64.4,52.88
0,25.58,16.04,39.35,27.24,42.92,26.12,51.92,40.31
1,26.03,12.61,38.67,25.18,41.69,39.8,87.01,60.97
0,23.5,12.61,35.97,26.68,40.02,28.79,59.69,45.69
1,30.53,21.13,37.97,29.35,41.86,32.14,50.52,39.11
0,29.38,13.1,47.36,18.53,43.99,19.16,74.84,42.95
1,28.67,19.42,29.7,23.47,34.45,27.47,50.76,52.05
0,25.78,17.45,37.74,31.75,50.66,45.4,65.98,59.84
1,24.93,14.3,33.82,24.43,33.85,33.1,50.07,48.02
0,27.07,18.56,52.69,29.93,48.98,45.4,85.82,59.25
1,26.23,17.82,28.92,34.26,38.43,35.04,70.08,51.59
0,26.06,16.67,32.63,23.19,33.42,36.35,50.75,46.29
1,43.87,27.79,46.58,47.67,55.35,37.05,105.36,49.39
1,30.75,17.08,31.49,16.22,39.33,26.22,39.6,29.25
1,30.29,25.33,34.65,23.52,40.76,30.77,64.45,41.79
1,40.21,32.85,51.85,34.81,59.72,35.61,65.86,47.03
0,24.15,13.21,36.42,23.74,40.48,20.98,74.8,47.03
0,37.69,26.27,52.21,34.19,55.33,40.35,80.52,57.31
0,25.96,23.34,34.55,32.07,40.64,29.69,65.61,50.35
1,34.65,23.43,42.8,29.26,53.98,32.34,85.99,36.88
1,41.95,32.61,47.92,32.89,49.89,39.31,83.23,55.76
0,41.93,25.05,49.89,38.27,57.59,55.84,77.56,59.51
1,28.5,28.74,42.56,41.83,50.66,43.22,57.97,77.62
0,39.43,26.11,43.13,34.66,39.52,36.3,67.29,45.63
0,25.45,16.54,46.37,28.47,37.29,30.63,63.52,56.12
0,44.07,33.1,52.66,45.05,50.67,45.33,79.18,69.07
0,48.27,36.72,62.43,48.66,63.11,56.91,129.61,81.8
1,36.55,33.78,52.04,38.12,49.22,51.8,61.28,62.92
1,26.81,24.65,45.46,34.79,48.06,34.62,66.31,46.84
0,41.44,39.66,50.84,45.96,67.26,56.21,123.23,68.29
0,38.01,35.91,40.22,39.02,61.83,54.31,89.63,70.47
0,33.79,17.77,38.44,31.98,43.84,29.06,77.55,36.88
1,30.95,15.04,37.57,25.33,43.58,23.47,54.4,40.27
1,34.02,23.79,42.4,29.57,44.68,40.84,65.16,49.51
0,30.07,23.46,39.17,35.92,44.35,34.7,72.06,31.47
