gender,readfk,mathfk,readsk,mathsk,readff,mathff,readsf,mathsf
1,29.63,23.51,49.28,36.63,52.2,35.16,64.67,56.48
1,34.7,27.69,43.71,35.02,54.45,47.91,65.61,55.55
1,50.85,49.3,63.48,64.62,65.33,65.17,104.65,112.82
1,33.89,24.35,49.78,45.56,57.21,60.24,85.11,76.02
1,36.16,30.39,49.66,40.37,53,40.05,85.66,58.93
1,30.87,18.98,44.93,31.39,46.83,30.48,65.82,39.58
1,38.19,22.52,51.1,34.57,56.38,49.87,76.64,61.27
1,37.39,38.07,47.53,50.19,52.42,55.47,62.8,75.38
1,40.16,23.6,46.58,33.45,58.72,36.49,87.69,58.43
1,34.17,23.5,38.36,39.11,37.88,40.31,65.87,64.22
1,44.62,34.14,53.63,47.41,53.77,62.47,79.26,92.07
1,49.79,33.51,61.34,54.44,89.16,69.61,128.27,74.39
1,26.69,18.4,41.36,38.4,39.47,41.26,83.23,56.44
1,45.76,31.35,95.52,54.32,103.36,66.59,131.48,76.82
1,33.58,25.22,51.73,44.8,77.51,56.38,114.26,69.78
0,38.88,30.36,53.6,42.62,47.23,47.6,93.82,64.5
0,48.02,33.92,112.58,41.37,122.15,52.37,127.19,76.11
0,30.87,21.69,42.62,38.82,42.66,44.76,71.83,55.21
0,41.15,43.07,52.35,41.45,53.42,44.6,68.3,66.06
0,39.03,30.65,48.35,48.86,49.39,56.78,83.44,83.67
0,41.61,31.84,57.39,42.21,56.62,39.6,83.91,76.9
0,40.6,30.24,53.42,49.93,52.78,47.04,76.22,67.67
0,47.02,41.51,80.31,49.95,117.03,54.21,122.42,80.48
0,63.6,54.96,109.63,55.29,122.15,75.01,125.22,79.41
0,41.71,30.37,46.3,47.74,55.09,60.48,73.79,87.86
0,39.61,38.73,43.55,37.78,49.95,51.03,76.27,64.96
0,37.3,42.08,50.12,46.05,55.07,50.73,75.55,68
0,53.27,48.47,67.94,43.38,89.05,77.54,120.52,84.21
0,45.71,35.36,55.19,44.12,67.34,40.29,105.72,62.38
0,35.37,18.48,41.43,36.76,41.49,34.27,66.07,60.14
0,44.71,33.12,48.12,43.25,49.6,53.87,78.18,75.12
0,42.23,43.49,57,36.85,58.24,58.35,107.64,90.26
0,63.57,29.48,74.76,37.95,89.77,49.44,107.71,56.14
0,39.28,26.05,47.89,28.97,50.83,35.42,64.78,54.84
1,29.14,21.22,45.52,36.75,48.96,35.78,66.06,56.3
1,35.38,33.53,51,49.8,63.47,43.08,110.05,78.36
0,44.28,30.7,44.41,36.54,45,51.95,89.33,73.99
0,38.9,29.74,46.32,36.94,57.49,48.3,93.38,57.41
1,38.38,26.77,41.73,35.7,52.66,44.42,87.07,60.93
0,44.71,32.54,54.13,37.31,64.17,41.35,99.94,63.56
1,31.66,32.93,43.22,42.21,52.35,47.07,76.4,74.99
0,47.37,29.82,66.88,39.55,109.46,59.38,120.99,65.45
0,47.09,28.64,45.54,34.7,54.38,44.83,106.52,67.68
1,33.65,28.72,37.39,30.09,43.45,43.64,74.55,74.69
1,34.53,27.74,37.93,25.88,41.39,35.81,76.26,60.77
1,28.89,26.49,40.4,33.02,47.33,38.92,56.21,67.41
0,38.74,23.05,50.06,34.23,43.9,31.59,69.43,58.22
1,36.79,24.49,39.22,26.59,44.32,35.82,67.91,41.98
0,25.81,16.03,28.75,17.25,34.74,20.11,64.26,29.38
1,44.48,31.42,54.88,40.97,69.69,48.1,105.51,67.86
0,48.2,29.98,51.45,42.06,58.95,47.7,123.8,57.01
1,26.76,19.68,31.96,33.14,38.63,40.71,61.81,60.54
0,39.94,26.12,43.95,37.25,47.96,48.11,72.56,71.51
1,31.83,22.62,34.79,24.73,42.95,35.73,74.63,54.11
1,41.26,30.75,67.44,42.75,76.46,62.96,123.79,88.73
1,32.13,25.54,45.05,39.36,49.95,47.62,78.93,79.56
0,36.27,28.49,48.79,37.28,48.9,36.93,96.43,70.94
1,35.95,27.65,48.33,36.11,52.7,43.46,65.67,61.61
1,31.31,19.31,34.94,21.83,45,31,65.84,48.92
0,36.08,26.66,43.25,37.75,51.64,35.32,104.38,65.29
1,42.36,34.58,63.89,49.99,92.51,59.38,114.76,86.65
0,32.48,30.95,37.07,31.03,42.78,43.6,64.2,66.78
1,24.83,13.37,28.07,14.52,39.41,20.82,63.65,30.81
1,40.31,30,43.35,47.51,50.19,55.47,78.18,71.98
0,39.07,27.92,46.73,38.7,51.85,49.7,87.62,69.86
1,29.36,28.67,40.61,44.36,42.14,51.07,81.88,77.42
0,29.44,20.07,40.35,29.75,46.04,33.29,75.95,44.16
1,26,25.39,41.42,47.2,41.39,52.03,70.02,80.93
1,40.42,28.95,45.96,48.13,46.98,48.29,76.01,91.05
1,34.28,16.4,46.79,23.66,49.34,40.94,66.36,56.59
0,26.77,22.78,42.54,36.92,48.22,62.94,67.81,68.38
1,34.21,29.31,45.86,36.42,49.41,45.38,83.06,59.06
1,32.14,16.16,40.96,39.1,49.27,53.15,66.24,74.1
0,23.5,14.24,32.21,28.52,39.9,34.63,65.51,63.56
1,31.19,21.42,39.05,35.21,43.53,37.17,56.32,45.51
0,27.92,19.15,28.12,20.32,30.71,17.84,57.04,37.29
0,29.1,25.01,38.07,30.9,44.29,46.01,72.07,40.35
0,36.19,25.92,70.49,36.37,89.95,46.21,110.26,71.9
1,40.26,24.83,44.63,26.66,62.58,36.07,85.52,51.1
0,34.93,23.19,41.3,25.53,50.37,47.98,66.49,61.91
1,33.35,20.47,38.54,25.09,46.41,35.37,76.42,50.05
0,33.18,18.16,42.52,26.91,51.31,35.21,85.92,50.48
1,27.48,12.14,32.39,23.67,39.49,28.34,52.39,39.11
0,44.59,25.44,58.29,39.31,70.67,41.55,99.36,66.95
1,26.79,19.83,48.34,30.91,50.94,39.94,106.15,61.43
1,29.85,20.32,36.27,24.77,36.48,37.97,66.48,70.97
1,29.34,22.76,38.77,27.19,39.09,39.9,73.51,49.68
0,23.91,16.74,30.65,19.82,37.55,32.96,51.57,44.82
0,32.82,26.15,42.92,27.22,57.19,33.3,89.28,46.77
0,34.45,20.54,42.3,32.16,42.66,31.14,55.03,41.46
0,32.02,20.14,38.71,29.9,41.75,37.71,87.88,70.67
0,33.7,22.27,52.18,30.45,59.25,36.57,77.29,47.91
0,50.07,32.41,55.64,35.11,57.58,43.46,89.84,71.13
0,43.26,32.7,52.73,41.8,51.17,57.01,85.74,59.71
1,31.21,18.22,31.38,21.4,38.65,20.2,50.42,25.94
0,36.41,24.07,44.23,36.3,60.66,41.67,89.98,67.57
1,26.6,12.14,25.6,15.04,27.57,18.47,36.55,29.84
1,42.56,19.42,45.79,25.8,47.47,41.96,69.89,58.39
1,27.09,20.81,32.96,20.01,33.34,20.2,46.5,40.59
1,34.68,21.74,44.13,41.79,51.55,49.85,102.09,90.8
1,33.64,36.24,36.42,42.39,54.45,36.8,96.43,87.88
0,27.29,19.63,36.45,29.2,46.27,24.22,57.17,52.36
0,24.67,13.02,33.37,20.14,39.98,28.96,61.75,39.9
0,39.38,31.84,41.71,52.34,37.4,63.98,75.61,85.64
1,26.34,21.54,35.91,33.97,40.31,45.72,60.29,56.6
0,33.51,20.95,42.94,35.6,48.03,40.28,80.49,53.55
1,33.11,21.52,33.77,29.52,40.39,36.76,37.83,59.16
1,33.02,32.03,35.32,33.65,46.3,41.99,55.25,56.72
1,47.58,49.15,51.7,62.61,65.22,93.21,116.65,95.72
0,40.74,33.2,50.41,45.95,50.57,45.28,101.45,64.62
1,31.33,20.3,41.57,43.96,57.58,57.38,93.9,60.78
0,36.42,25.05,40.19,29.3,45,42.39,77.25,66.42
1,32.74,21.16,38.59,33.3,47.15,39.14,103.58,49.59
0,45.45,31.84,46.95,43.97,45.83,43.74,74.82,74.08
1,54.24,37.09,68.25,61.47,87.34,61.27,120.8,72.23
0,32.39,28.5,42.8,31.76,48.6,35.81,78.02,53.62
1,30.4,22.42,38.7,38.08,47,46.24,87.62,57.05
0,35.94,24.88,40.98,37.57,41.77,32.51,72.54,46.72
1,29.19,20.68,29.39,22.77,39.1,34.77,39.18,46.5
0,36.07,29.7,38.97,29.26,46.14,33.65,66.79,50.33
0,46.58,23.49,47.04,32.8,61.68,46.67,103.29,62.15
1,46.79,31.47,55.09,42.12,59,46.05,106.73,77.24
1,40.68,38.38,53.67,40.52,58.53,45.82,111.95,70.56
1,35.53,27.53,48.03,33.65,43.24,37.91,76.74,56.75
1,33.31,29.21,47.46,37.49,52.81,54.08,88.94,77.35
0,48.39,35.15,59.04,53.72,66.07,62.49,100.98,103
1,32.59,22.86,33.5,33.15,38.31,31.3,58.64,46.56
1,34.24,25.08,36.36,32.68,42.07,32.2,76.41,47.45
0,30.55,17.47,36.4,18.46,41.51,29.82,51.76,46.51
0,124.49,48.56,110.99,47.33,149.59,47.29,149.84,66.66
1,24.18,14.88,26.37,16.64,25.95,23.17,41.01,45.86
0,34.48,34.52,41.62,40.45,43.93,39.38,78.15,69.51
1,33.59,23.82,49.13,36.46,51.17,42.18,106.36,60.09
0,24.35,20,39.69,28.74,35.02,28.99,74.37,62.89
0,42.77,39.57,59.66,51.57,68.44,83.78,108.55,90.78
1,46.17,34.55,53.68,54.83,60.45,54.21,89.9,88.29
0,34.95,18.97,45.14,29.04,50.02,32.54,81.13,54.95
1,34.09,27.07,44.77,32.26,47.89,39.2,89.31,74.8
1,33.29,27.25,46.14,32.79,42.19,35.43,75.89,75.97
0,37.68,26.17,53.51,37.71,78.6,43.1,133.19,78.2
1,46.05,34.31,93.31,36,88.93,57.38,125.13,75.22
0,23.1,16.75,28.32,17.66,32.59,23.08,45.2,36.26
0,28.65,16.94,30.63,24.82,43.97,27.37,112.53,50.39
0,26.45,16.41,24.26,19.83,33.87,26.76,70.78,34.14
0,39.87,39.07,46.29,38.27,49.85,42.49,86.1,48.89
0,36.55,24.99,50.82,34.35,52.77,43.01,85.77,48.01
0,26.47,17.97,36.55,23.53,45.67,37.23,76.9,51.17
0,27.45,22.72,42.94,28.28,54.45,41.91,78.47,55.23
0,35.38,28.33,44.26,30.85,43.33,33.35,86.86,57.12
0,24.45,21.34,36.18,24.66,47.13,29.66,73.66,58.44
0,34.6,26.44,38.87,28,44.96,30.98,81.24,45.21
0,26.8,20.94,32.09,27.81,44.35,42.45,50.36,48.28
0,24.03,16.39,34.24,32.13,36.04,34.42,68.32,45.4
0,31.87,26.74,38.33,25.4,54.14,33.3,79.35,55.54
0,35.24,27.57,38.07,29.72,45.02,39.88,88.37,55.83
0,62.85,30.38,86.31,43.7,104.98,46.41,143.07,82.53
0,30.33,27.39,46.86,35.06,53,42.63,107.72,58.6
0,25.66,17.95,32.5,31.29,47.94,48.97,87.16,56.65
0,22.17,13.1,27.18,20.44,29.31,26.49,50.54,37.68
0,25.85,20.47,32.97,22.15,38.21,26.72,66.23,43.25
0,26.78,18.33,34.88,27.87,48.07,30.95,122.97,54.57
0,24.14,16.27,33.17,22.58,33.44,30.14,51.35,44.43
0,31.43,22.08,41.7,33.12,44.8,39.98,83,48.94
0,22.82,16.2,34.46,32.01,42.43,41.54,54.12,55.28
0,26.93,21.55,35.4,22.33,39.74,23.97,56.12,48.85
1,25.16,14.63,31.32,16.89,34.75,18.19,44.06,27.3
0,25.28,16.27,33.8,18.32,38.31,25.12,62.81,43.07
0,33.28,30.75,49.5,32.49,48.07,32.22,70.6,40.65
1,26.28,13.98,28.74,16.7,38.59,22.43,39.47,28.55
0,29.58,16.74,38.81,24.02,42.57,24.43,58.88,47.75
1,23.99,19.65,31.73,22.81,38.99,25.57,62.36,29.79
0,30.04,15.77,32.15,17.91,38.38,15.78,50.98,24.97
1,26.94,22.21,33.16,23.75,43.2,27.01,57.85,43.88
0,24.18,16.24,32.42,19.25,41.27,24.43,61.07,46.36
0,30.6,24.79,38.9,33.94,49.63,44.56,64.44,49.12
0,27.7,15.55,33.87,18.32,39.2,19.16,47.38,33.1
0,32.01,22.97,49.39,26.54,55.21,34.97,79.9,45.5
1,35.69,24.77,39.6,38.3,44.21,27.24,57.98,56.02
0,24.56,14.95,37.67,21,34.64,29.42,44.9,37.95
0,27.48,17.37,39.94,20.33,43.39,32.46,57.42,50.32
0,30.08,17.51,36.9,21.45,45.4,26.72,49.61,35.37
1,32.59,25.22,41.93,30.2,53.03,36.5,91.16,50.87
1,30.79,14.11,43.98,23.2,46.38,30.77,56.6,46.29
0,21.45,17.67,32.22,22.58,34.07,20.6,42.11,31.33
1,23.01,17.41,40.07,32.9,43.2,34.15,63.16,63.99
0,27.95,23.67,40.05,33.2,46.08,38.6,64.14,57.73
0,25.88,20.04,51.29,31.8,46.74,28.02,65.65,45.93
1,27.29,23.95,34.09,25.43,30.38,37.54,66.67,50.12
0,27.59,18.03,35.7,27.98,46.54,21.32,86.65,47.02
1,27.14,18.95,44.66,30.35,47.61,38.82,66.09,45.75
0,27.41,22.4,39.81,32.26,46,42.6,71.66,73.89
0,22.16,13.34,27.36,23.65,39.1,34,65.73,43.25
1,30.04,18.19,44.53,26.82,50.84,38.97,64.18,55.2
0,34.94,31.34,52.46,38.94,61.96,46.83,87.98,74.39
0,24.14,16.4,33.76,20.22,38.31,31.18,80.04,50.19
1,33.94,27.25,38.52,39.74,50.47,46.32,60.33,58.63
0,40.79,25.08,48.24,39.18,46.74,33.41,74.84,49.51
0,42.33,27.29,51.03,47.14,47.87,43.83,47.79,50.08
0,26.81,22.07,33.5,29.35,37.83,34.84,47.78,48.73
0,30.99,22.38,44.21,32.96,46.17,38.73,75.47,49.95
0,25.84,22.2,37.47,46.84,41.42,47.09,61.15,75.79
0,33.49,28.47,54.19,30.21,63.12,42.25,88.77,60.33
1,32.37,23.56,37.56,38.56,43.14,26.77,46.43,45.65
1,23.62,15.08,41.88,24.61,47.47,28.97,85.57,48.72
1,29.78,20.85,33.4,32.67,42.63,31.77,64.46,64.37
0,33.66,28.64,52.05,48.48,66.45,54.87,75.2,74.25
1,32.52,19.12,58.98,41.24,64.31,49.37,107.65,93.2
1,30.38,19.21,26.79,25.05,42.02,32.64,90.84,64.57
0,32.28,18.64,36.49,25.84,55.47,33.98,75.95,48.61
0,35.58,21.59,51.02,32.07,45.63,33.75,66.07,34.49
0,32.58,19.14,35.43,20.36,45.06,29.89,49.47,41.92
1,43.97,23.79,61.8,41.68,66.3,59.67,122.64,89.61
1,33.07,21.4,40.69,24.1,43.14,23.74,58.51,39.28
1,29.89,25.55,41.13,36.84,42.43,47.38,72.87,64.29
0,32.74,14.27,33.28,20.38,33.75,28.8,44.71,46.86
0,30.62,20.95,40.25,32.3,43.76,34.73,59.94,36.29
0,27.64,19.41,33.82,28.78,40.79,43.63,63.67,59.08
1,34.39,22.23,39.83,31.68,45.73,45.48,85.85,51.34
0,29.91,18.44,32.01,20.57,34.07,21.75,58.5,36.86
1,25,17.99,30.18,28.3,34.31,28.93,39.69,37.24
0,50.18,28.82,63.87,40.82,64.71,44.57,94.81,62.66
1,24.34,11.75,29.66,16.4,32.9,19.64,45.59,34.9
1,27.46,23.21,32.58,19.15,38.85,40.48,42.41,30.9
0,22.97,13.16,33.78,22.46,39.2,33.35,58.42,53.46
0,36.78,15.4,40.07,18.92,43.97,30.06,65.11,39.66
0,28.08,19.89,29.78,27.13,30.71,33.35,52.22,32.4
1,26.17,20.5,38.09,34.52,36.73,39.57,52.75,73.23
1,25.22,12.54,23.99,18.49,26.21,17.36,35.47,21.74
1,30.48,19.94,39.3,29.9,40.86,29.56,69.82,45.16
0,30.09,19.73,34.38,22.77,34.88,21.83,57.47,26.63
0,25.69,17.09,27.69,24.6,30.72,22.08,42.79,30.43
1,34.23,21.88,45.93,31.07,48.5,33.33,75.57,43.61
1,26.6,12.78,42.19,19.7,39.29,24.89,46.48,33.75
0,42.29,22.84,56.44,45.16,55.95,55.2,75.18,57.68
1,40.91,36.96,58.17,51.16,60.48,45.91,87.61,66.84
1,38.66,29.18,48.12,43.61,49.85,39.28,66.4,47.86
1,40.33,25.1,50.22,40.97,51.01,49.93,81.39,52.54
1,44.02,23.62,65.7,47.43,68.17,44.03,90.57,64.95
0,26,16.8,30.26,21.46,42.29,27.67,68.15,37.74
1,32.4,25.04,47.89,43.56,50.72,44.42,75.69,52.59
1,24.48,17.4,29.52,22.68,29.75,23.15,46.86,26.42
1,26.34,15.48,33.88,24.9,34.71,26.21,54.36,39.44
0,34.14,29.52,37.42,35.64,49.67,43.81,87.77,49.08
1,37.28,22.11,40.1,20.43,37.83,22.16,45.02,33.27
1,30.08,17.09,34.02,22.91,31.87,23.2,43.08,27.21
1,28.81,17.74,33.92,27.13,32.24,31.96,43.2,42.33
0,31.38,20.14,41.32,25.64,40.52,29.62,62.44,43.23
1,22.96,14.84,26.49,22.67,31.31,20.1,46.38,34.62
1,31.43,18.54,51.96,27.18,55.52,37.23,70.8,55.81
0,33.45,27.68,39.97,41.06,43.49,45.55,69.27,47.16
0,24,17.4,42.08,25.1,44.67,39.27,76.44,48.9
0,31.49,13.1,27.92,14.16,37.42,24.3,45.33,29.58
1,27.64,18.05,50.1,29.26,56.91,40.51,99.29,65.81
1,24.97,12.16,25.3,15.34,37.07,22.84,59.16,38.62
1,44.19,46.45,45.84,40.79,54.22,44.94,89.59,48.73
1,23.48,13.85,31.25,19.25,43.06,30.31,70.14,48.36
0,25.71,16.86,43.75,35.91,44.56,44.19,63.1,77.62
0,22.93,17.18,28.08,24.28,31.52,26.5,49.41,40.03
0,30.2,17.74,40.16,25.83,40.08,31.18,47.89,50.1
0,23.43,12.35,26.34,17.26,29.33,26.75,39.45,24.81
0,25.33,14.68,41.64,33.14,47.2,42.5,60.17,63.07
1,27.5,20.42,33.6,26.91,38.85,34.91,48.26,45.41
1,26.45,21.82,34.62,31.78,40.02,25.41,67.02,69.22
1,32.67,26.34,40.05,37.18,41.23,42.05,63.99,71.98
0,32.63,18.51,34.7,21.29,37.24,20.2,51.58,42.66
0,25.93,16.33,30.81,16.75,29.75,20.41,41.69,28.05
0,26.81,23.33,40.78,33.18,45.19,39.47,54.46,53.94
1,32.29,22.03,36.35,25.84,41.25,37.27,74.65,48.29
0,33.43,22.36,38.28,35.49,39.86,33.54,88,46.52
0,36.39,20.45,40.9,26.9,55.07,30.44,101.61,42.01
1,22.68,13.58,28.03,19.49,35.93,28.81,54.36,52.67
1,37.94,57.24,47.11,74.33,45.88,57.54,79.62,75.9
0,51.7,52.16,68.04,46.5,89.95,75.87,107.84,74.93
0,42.89,40.79,43.01,46.45,45.48,53.43,102.22,68.43
1,34.48,29.21,44.23,40.75,45.63,48.12,96.85,59.27
0,29.63,21.05,35.05,26.46,41.77,41.21,47.37,54.66
1,26.16,15.44,31.27,20.78,40.22,35.14,52.21,41.98
0,31.5,21.44,40.27,24.19,49.81,34.64,64.14,47.83
1,40.24,34.23,43.18,40.15,49.85,38.34,70.42,62.84
0,32.7,26.7,40.56,36.69,42.37,42.23,80.55,66.65
0,40,24.69,46.69,37.18,49.5,39.98,74.08,54.72
1,32.08,22.61,35.46,26.49,46.31,29.18,66.41,48.7
0,34.46,26.67,36.93,31.1,46.36,44.93,78.05,70.02
1,31.35,32.55,38.56,42.16,41.48,54.51,55.99,89.99
1,104.51,69.82,115.73,67.23,106.99,101.45,146.93,78.14
1,29.83,19.88,34.67,22.84,52.04,33.55,53.17,27.55
1,37.98,12.83,45.55,22.27,49.95,19.59,50.84,33.1
1,30.21,22.09,37.25,26.73,43.88,26.79,42.68,27.68
1,36.62,35.6,57.03,33.64,51.94,41.91,100.01,60.01
0,34.55,22.21,50.55,24.06,53.64,25.36,87.5,46.72
0,54.47,32.81,67.02,34.16,83.54,38.84,112.58,52.44
0,28.4,18.49,85.26,37.49,88.46,38.6,108.75,48.33
1,29.18,21.06,43.12,25.97,55.53,29.03,65.06,44.57
0,43.51,24.18,51.7,40.74,50.74,37.61,67.35,52.88
1,38.2,27.86,56.39,43.11,66.3,45.05,104.74,65.36
0,34.64,31.18,46.15,37.55,57.91,40.75,90.04,82.86
1,25.08,13.73,38.05,18.67,36.09,27.17,52.56,46.38
0,23.55,14.67,29.97,20.55,31.45,24.65,52.83,36.65
0,34.53,21.74,37.86,22.31,42.49,30.2,55.34,50.03
0,27.2,17.35,40.09,21.61,36.86,19.88,58.1,39.15
1,28.4,18.49,30.98,27.1,33.7,18.89,58.31,48.74
0,23.5,14.05,25.9,16.22,27.57,17.19,36.94,26.9
1,31.32,17.19,33.55,19.68,37.25,19.75,53.42,46.77
1,28.4,18.49,34.72,16.34,36.34,26.75,43.7,31.2
0,28.4,18.49,36.54,22.03,37.24,20.19,63.22,28.38
1,28.01,22.05,39.9,26.5,38.08,26.33,66.34,50.19
1,23.67,17.87,32.34,15.79,39.59,23.15,53.23,28.11
1,28.4,18.49,45.35,28.79,54.39,35.82,106.34,54.27
0,23.81,16.31,26.22,13.63,37.08,31.67,43.2,33.75
1,27.01,18.46,42.49,31.33,47.61,28.09,73.58,32.79
0,24.42,21.33,30.54,44.86,27.69,38.25,46.22,47.99
0,30.84,27.44,53,43.83,51.76,40.35,58.99,58.83
1,36.97,22.53,56.98,26.34,55.53,32.2,98.69,53.71
1,31.16,20.46,42.44,29.61,49.59,44.29,60.24,55.77
1,28.64,25.76,45.49,30.08,51.95,44.8,75.59,60.84
0,37.43,34.86,45.7,42.01,44.4,59.99,71.01,65.22
1,32.07,26.66,40.21,31.73,48.48,40.48,70.5,66.08
1,33.57,19.57,44.44,34.58,43.07,28.18,77.43,58.5
0,39.2,28,47.65,38.94,54.96,45.66,93.95,64.2
1,27.09,19.4,35.7,24.5,42.27,33.03,80.75,55.02
1,25.66,19.79,36.97,32.15,40.59,29,70.23,52.73
0,42.65,30.02,66.85,49.26,89.95,54.3,142.09,74.84
0,33.92,23.04,43.09,32.13,48.74,32.02,67.74,35.91
0,30.43,22.78,39.57,28.05,42.68,44.48,74.03,65.74
1,32.54,23.26,41.25,29.85,44.18,27.77,56.68,48.06
1,29.81,25.93,33.84,33.29,34.87,34.15,66.76,50.52
1,39.33,31.29,58.7,47.4,94.31,61.14,127.58,86.1
0,26.12,19.98,39.93,26.51,43.29,28.36,65.66,47.03
1,29.9,17.14,39.21,32.12,47.2,43.86,87.06,55.27
1,27.92,15.16,33.73,26.04,51.31,50.22,102.32,81.84
1,32.58,27.02,45.02,25.64,48.87,46.1,72.62,77.31
0,33.64,35.32,44.2,31.94,49.44,44.36,85.09,55.18
1,35.62,21.62,41.76,39.24,56.75,44.56,90.74,68.56
0,27.37,18.29,38.6,24.5,46.08,29.39,58.21,32.17
1,35.17,20.03,46.49,36.2,37.88,39.52,56.2,65.31
